,name,salary,team,year,salary_Num
3673,George Hill,"$10,133,907",milwaukee-bucks,2019,10133907
3674,Ersan Ilyasova,"$7,000,000",milwaukee-bucks,2019,7000000
3675,Robin Lopez,"$4,767,000",milwaukee-bucks,2019,4767000
3676,D.J. Wilson,"$2,961,120",milwaukee-bucks,2019,2961120
3677,Donte DiVincenzo,"$2,905,800",milwaukee-bucks,2019,2905800
3678,Kyle Korver,"$2,564,753",milwaukee-bucks,2019,2564753
3679,Wesley Matthews,"$2,564,753",milwaukee-bucks,2019,2564753
3680,Pat Connaughton,"$1,723,050",milwaukee-bucks,2019,1723050
3681,Sterling Brown,"$1,618,520",milwaukee-bucks,2019,1618520
3682,T. Antetokounmpo,"$1,445,697",milwaukee-bucks,2019,1445697
3683,Marvin Williams,"$604,278",milwaukee-bucks,2019,604278
3684,Cam Reynolds,"$79,568",milwaukee-bucks,2019,79568
3685,Frank Mason III,"$79,568",milwaukee-bucks,2019,79568
3686,Khris Middleton,"$33,051,724",milwaukee-bucks,2020,33051724
3687,G. Antetokounmpo,"$27,528,088",milwaukee-bucks,2020,27528088
3688,Jrue Holiday,"$27,026,011",milwaukee-bucks,2020,27026011
3689,Brook Lopez,"$12,697,675",milwaukee-bucks,2020,12697675
3690,P.J. Tucker,"$7,969,537",milwaukee-bucks,2020,7969537
3691,Pat Connaughton,"$4,938,273",milwaukee-bucks,2020,4938273
3692,Bobby Portis,"$3,623,000",milwaukee-bucks,2020,3623000
3693,Jon Leuer,"$3,169,348",milwaukee-bucks,2020,3169348
3694,Donte DiVincenzo,"$3,044,160",milwaukee-bucks,2020,3044160
3695,Bryn Forbes,"$2,337,145",milwaukee-bucks,2020,2337145
3696,Spencer Hawes,"$2,007,058",milwaukee-bucks,2020,2007058
3697,Larry Sanders,"$1,865,546",milwaukee-bucks,2020,1865546
3698,Rodions Kurucs,"$1,780,152",milwaukee-bucks,2020,1780152
3699,T. Antetokounmpo,"$1,701,593",milwaukee-bucks,2020,1701593
3700,Sam Merrill,"$898,310",milwaukee-bucks,2020,898310
3701,Jordan Nwora,"$898,310",milwaukee-bucks,2020,898310
3702,Jeff Teague,"$808,073",milwaukee-bucks,2020,808073
3703,Mamadi Diakite,"$529,341",milwaukee-bucks,2020,529341
3704,Jaylen Adams,"$449,115",milwaukee-bucks,2020,449115
3705,Axel Toupane,"$196,872",milwaukee-bucks,2020,196872
3706,Justin Jackson,"$79,987",milwaukee-bucks,2020,79987
3707,Elijah Bryant,"$24,611",milwaukee-bucks,2020,24611
3708,G. Antetokounmpo,"$39,344,900",milwaukee-bucks,2021,39344900
3709,Khris Middleton,"$35,500,000",milwaukee-bucks,2021,35500000
3710,Jrue Holiday,"$31,171,333",milwaukee-bucks,2021,31171333
3711,Brook Lopez,"$13,302,325",milwaukee-bucks,2021,13302325
3712,Serge Ibaka,"$9,720,900",milwaukee-bucks,2021,9720900
3713,Pat Connaughton,"$5,333,334",milwaukee-bucks,2021,5333334
3714,Bobby Portis,"$4,347,600",milwaukee-bucks,2021,4347600
3715,Grayson Allen,"$4,054,695",milwaukee-bucks,2021,4054695
3716,George Hill,"$4,000,000",milwaukee-bucks,2021,4000000
3717,Jon Leuer,"$3,169,348",milwaukee-bucks,2021,3169348
3718,Wesley Matthews,"$1,958,495",milwaukee-bucks,2021,1958495
3719,Larry Sanders,"$1,865,546",milwaukee-bucks,2021,1865546
3720,T. Antetokounmpo,"$1,729,217",milwaukee-bucks,2021,1729217
3721,Jordan Nwora,"$1,517,981",milwaukee-bucks,2021,1517981
3722,DeMarcus Cousins,"$900,283",milwaukee-bucks,2021,900283
3723,DeAndre' Bembry,"$601,867",milwaukee-bucks,2021,601867
3724,G. Kalaitzakis,"$462,629",milwaukee-bucks,2021,462629
3725,S. Mamukelashvili,"$462,629",milwaukee-bucks,2021,462629
3726,Jevon Carter,"$457,149",milwaukee-bucks,2021,457149
3727,L. Wigginton,"$233,973",milwaukee-bucks,2021,233973
3728,Greg Monroe,"$138,019",milwaukee-bucks,2021,138019
3729,L. Galloway,"$128,709",milwaukee-bucks,2021,128709
3730,Javonte Smart,"$119,645",milwaukee-bucks,2021,119645
3731,Luke Kornet,"$102,831",milwaukee-bucks,2021,102831
3732,Justin Robinson,"$74,093",milwaukee-bucks,2021,74093
3733,Jeff Dowtin,"$53,176",milwaukee-bucks,2021,53176
3734,Javin DeLaurier,"$53,176",milwaukee-bucks,2021,53176
3735,Luca Vildoza,"$42,789",milwaukee-bucks,2021,42789
3736,Rayjon Tucker,"$28,779",milwaukee-bucks,2021,28779
3737,G. Antetokounmpo,"$42,492,492",milwaukee-bucks,2022,42492492
3738,Khris Middleton,"$37,984,276",milwaukee-bucks,2022,37984276
3739,Jrue Holiday,"$34,319,520",milwaukee-bucks,2022,34319520
3740,Brook Lopez,"$13,906,976",milwaukee-bucks,2022,13906976
3741,Bobby Portis,"$10,843,350",milwaukee-bucks,2022,10843350
3742,Jae Crowder,"$10,183,800",milwaukee-bucks,2022,10183800
3743,Grayson Allen,"$8,925,000",milwaukee-bucks,2022,8925000
3744,Joe Ingles,"$6,479,000",milwaukee-bucks,2022,6479000
3745,Pat Connaughton,"$5,728,393",milwaukee-bucks,2022,5728393
3746,Wesley Matthews,"$2,905,851",milwaukee-bucks,2022,2905851
3747,Marjon Beauchamp,"$2,485,200",milwaukee-bucks,2022,2485200
3748,Jevon Carter,"$2,100,000",milwaukee-bucks,2022,2100000
3749,T. Antetokounmpo,"$1,878,720",milwaukee-bucks,2022,1878720
3750,S. Mamukelashvili,"$758,395",milwaukee-bucks,2022,758395
3751,Meyers Leonard,"$713,558",milwaukee-bucks,2022,713558
3752,Goran Dragic,"$617,911",milwaukee-bucks,2022,617911
3753,AJ Green,"$508,891",milwaukee-bucks,2022,508891
3754,L. Wigginton,"$99,438",milwaukee-bucks,2022,99438
3755,Damian Lillard,"$45,640,084",milwaukee-bucks,2023,45640084
3756,G. Antetokounmpo,"$45,640,084",milwaukee-bucks,2023,45640084
3757,Khris Middleton,"$29,320,988",milwaukee-bucks,2023,29320988
3758,Brook Lopez,"$25,000,000",milwaukee-bucks,2023,25000000
3759,Bobby Portis,"$11,710,818",milwaukee-bucks,2023,11710818
3760,Pat Connaughton,"$9,423,869",milwaukee-bucks,2023,9423869
3761,Patrick Beverley,"$3,196,448",milwaukee-bucks,2023,3196448
3762,Jae Crowder,"$3,196,448",milwaukee-bucks,2023,3196448
3763,Malik Beasley,"$2,709,849",milwaukee-bucks,2023,2709849
3764,Marjon Beauchamp,"$2,609,400",milwaukee-bucks,2023,2609400
3765,T. Antetokounmpo,"$2,346,614",milwaukee-bucks,2023,2346614
3766,AJ Green,"$1,901,769",milwaukee-bucks,2023,1901769
3767,Chris Livingston,"$1,119,563",milwaukee-bucks,2023,1119563
3768,Andre Jackson Jr,"$1,119,563",milwaukee-bucks,2023,1119563
3769,Danilo Gallinari,"$1,047,112",milwaukee-bucks,2023,1047112
3770,T. Washington,"$559,782",milwaukee-bucks,2023,559782
3771,Marques Bolden,"$244,502",milwaukee-bucks,2023,244502
3772,L. Wigginton,"$244,502",milwaukee-bucks,2023,244502
3773,Ryan Rollins,"$173,725",milwaukee-bucks,2023,173725
3774,Jaylin Galloway,"$141,554",milwaukee-bucks,2023,141554
3775,Damian Lillard,"$48,787,676",milwaukee-bucks,2024,48787676
3776,G. Antetokounmpo,"$48,787,676",milwaukee-bucks,2024,48787676
3777,Kyle Kuzma,"$24,456,060",milwaukee-bucks,2024,24456060
3778,Brook Lopez,"$23,000,000",milwaukee-bucks,2024,23000000
3779,Bobby Portis,"$12,578,286",milwaukee-bucks,2024,12578286
3780,Pat Connaughton,"$9,423,869",milwaukee-bucks,2024,9423869
3781,Taurean Prince,"$2,988,550",milwaukee-bucks,2024,2988550
3782,Gary Trent Jr.,"$2,613,120",milwaukee-bucks,2024,2613120
3783,Kevin Porter Jr.,"$2,237,691",milwaukee-bucks,2024,2237691
3784,Jericho Sims,"$2,092,344",milwaukee-bucks,2024,2092344
3785,Chris Livingston,"$1,891,857",milwaukee-bucks,2024,1891857
3786,Tyler Smith,"$1,157,153",milwaukee-bucks,2024,1157153
3787,Ryan Rollins,"$949,888",milwaukee-bucks,2024,949888
3788,Liam Robbins,"$578,577",milwaukee-bucks,2024,578577
3789,Stanley Umude,"$578,577",milwaukee-bucks,2024,578577
3790,Pete Nance,"$147,988",milwaukee-bucks,2024,147988
3791,Jamaree Bouyea,"$135,120",milwaukee-bucks,2024,135120
3792,Anzejs Pasecniks,"$77,500",milwaukee-bucks,2024,77500
3793,Jaylin Galloway,"$77,500",milwaukee-bucks,2024,77500
3794,Nikola Pekovic,"$12,100,000",minnesota-timberwolves,2014,12100000
3795,Kevin Garnett,"$12,000,000",minnesota-timberwolves,2014,12000000
3796,Kevin Martin,"$6,792,500",minnesota-timberwolves,2014,6792500
3797,Anthony Bennett,"$5,563,920",minnesota-timberwolves,2014,5563920
3798,Andrew Wiggins,"$5,510,640",minnesota-timberwolves,2014,5510640
3799,Ricky Rubio,"$5,070,686",minnesota-timberwolves,2014,5070686
3800,Chase Budinger,"$5,000,000",minnesota-timberwolves,2014,5000000
3801,Jose Juan Barea,"$4,519,500",minnesota-timberwolves,2014,4519500
3802,Gary Neal,"$3,250,000",minnesota-timberwolves,2014,3250000
3803,Zach LaVine,"$2,055,840",minnesota-timberwolves,2014,2055840
3804,Shabazz Muhammad,"$1,971,960",minnesota-timberwolves,2014,1971960
3805,Adreian Payne,"$1,855,320",minnesota-timberwolves,2014,1855320
3806,Gorgui Dieng,"$1,413,480",minnesota-timberwolves,2014,1413480
3807,Robbie Hummel,"$880,000",minnesota-timberwolves,2014,880000
3808,Lorenzo Brown,"$390,082",minnesota-timberwolves,2014,390082
3809,G. Robinson,"$387,963",minnesota-timberwolves,2014,387963
3810,Jeff Adrien,"$236,614",minnesota-timberwolves,2014,236614
3811,Justin Hamilton,"$206,522",minnesota-timberwolves,2014,206522
3812,M. Raduljica,"$96,056",minnesota-timberwolves,2014,96056
3813,Arinze Onuaku,"$48,028",minnesota-timberwolves,2014,48028
3814,Sean Kilpatrick,"$29,843",minnesota-timberwolves,2014,29843
3815,Ricky Rubio,"$12,700,000",minnesota-timberwolves,2015,12700000
3816,Nikola Pekovic,"$12,100,000",minnesota-timberwolves,2015,12100000
3817,Kevin Garnett,"$8,500,000",minnesota-timberwolves,2015,8500000
3818,Kevin Martin,"$7,085,000",minnesota-timberwolves,2015,7085000
3819,Andrew Wiggins,"$5,758,680",minnesota-timberwolves,2015,5758680
3820,K. Towns,"$5,703,600",minnesota-timberwolves,2015,5703600
3821,Nemanja Bjelica,"$3,950,000",minnesota-timberwolves,2015,3950000
3822,Anthony Bennett,"$3,650,000",minnesota-timberwolves,2015,3650000
3823,Zach LaVine,"$2,148,360",minnesota-timberwolves,2015,2148360
3824,Shabazz Muhammad,"$2,056,920",minnesota-timberwolves,2015,2056920
3825,Adreian Payne,"$1,938,840",minnesota-timberwolves,2015,1938840
3826,Tayshaun Prince,"$1,499,187",minnesota-timberwolves,2015,1499187
3827,Gorgui Dieng,"$1,474,440",minnesota-timberwolves,2015,1474440
3828,Tyus Jones,"$1,282,080",minnesota-timberwolves,2015,1282080
3829,Damjan Rudez,"$1,149,500",minnesota-timberwolves,2015,1149500
3830,Andre Miller,"$1,093,525",minnesota-timberwolves,2015,1093525
3831,Greg Smith,"$197,111",minnesota-timberwolves,2015,197111
3832,Ricky Rubio,"$13,400,000",minnesota-timberwolves,2016,13400000
3833,Nikola Pekovic,"$12,100,000",minnesota-timberwolves,2016,12100000
3834,Kevin Garnett,"$8,000,000",minnesota-timberwolves,2016,8000000
3835,Cole Aldrich,"$7,643,979",minnesota-timberwolves,2016,7643979
3836,Andrew Wiggins,"$6,006,600",minnesota-timberwolves,2016,6006600
3837,K. Towns,"$5,960,160",minnesota-timberwolves,2016,5960160
3838,Jordan Hill,"$4,000,000",minnesota-timberwolves,2016,4000000
3839,Kris Dunn,"$3,872,520",minnesota-timberwolves,2016,3872520
3840,Nemanja Bjelica,"$3,800,000",minnesota-timberwolves,2016,3800000
3841,Brandon Rush,"$3,500,000",minnesota-timberwolves,2016,3500000
3842,Kevin Martin,"$3,336,000",minnesota-timberwolves,2016,3336000
3843,Shabazz Muhammad,"$3,046,299",minnesota-timberwolves,2016,3046299
3844,Gorgui Dieng,"$2,348,782",minnesota-timberwolves,2016,2348782
3845,Zach LaVine,"$2,240,880",minnesota-timberwolves,2016,2240880
3846,Adreian Payne,"$2,022,240",minnesota-timberwolves,2016,2022240
3847,Tyus Jones,"$1,339,680",minnesota-timberwolves,2016,1339680
3848,John Lucas III,"$580,344",minnesota-timberwolves,2016,580344
3849,Omri Casspi,"$185,710",minnesota-timberwolves,2016,185710
3850,Lance Stephenson,"$144,386",minnesota-timberwolves,2016,144386
3851,Jeff Teague,"$19,000,000",minnesota-timberwolves,2017,19000000
3852,Jimmy Butler,"$18,696,918",minnesota-timberwolves,2017,18696918
3853,Gorgui Dieng,"$14,112,360",minnesota-timberwolves,2017,14112360
3854,Taj Gibson,"$14,000,000",minnesota-timberwolves,2017,14000000
3855,Nikola Pekovic,"$11,600,000",minnesota-timberwolves,2017,11600000
3856,Andrew Wiggins,"$7,574,322",minnesota-timberwolves,2017,7574322
3857,Cole Aldrich,"$7,300,000",minnesota-timberwolves,2017,7300000
3858,K. Towns,"$6,216,840",minnesota-timberwolves,2017,6216840
3859,Jamal Crawford,"$4,328,000",minnesota-timberwolves,2017,4328000
3860,Nemanja Bjelica,"$3,950,000",minnesota-timberwolves,2017,3950000
3861,Justin Patton,"$2,247,480",minnesota-timberwolves,2017,2247480
3862,Aaron Brooks,"$2,116,955",minnesota-timberwolves,2017,2116955
3863,Shabazz Muhammad,"$1,577,230",minnesota-timberwolves,2017,1577230
3864,Tyus Jones,"$1,471,382",minnesota-timberwolves,2017,1471382
3865,M. Georges-Hunt,"$1,312,611",minnesota-timberwolves,2017,1312611
3866,Derrick Rose,"$416,533",minnesota-timberwolves,2017,416533
3867,Amile Jefferson,"$77,250",minnesota-timberwolves,2017,77250
3868,Anthony Brown,"$77,250",minnesota-timberwolves,2017,77250
3869,Andrew Wiggins,"$25,467,250",minnesota-timberwolves,2018,25467250
3870,Jeff Teague,"$19,000,000",minnesota-timberwolves,2018,19000000
3871,Gorgui Dieng,"$15,170,787",minnesota-timberwolves,2018,15170787
3872,Taj Gibson,"$14,000,000",minnesota-timberwolves,2018,14000000
3873,Robert Covington,"$10,464,092",minnesota-timberwolves,2018,10464092
3874,Jerryd Bayless,"$8,575,916",minnesota-timberwolves,2018,8575916
3875,K. Towns,"$7,839,435",minnesota-timberwolves,2018,7839435
3876,Anthony Tolliver,"$5,750,000",minnesota-timberwolves,2018,5750000
3877,Dario Saric,"$2,526,840",minnesota-timberwolves,2018,2526840
3878,Tyus Jones,"$2,444,052",minnesota-timberwolves,2018,2444052
3879,Luol Deng,"$2,393,887",minnesota-timberwolves,2018,2393887
3880,Derrick Rose,"$2,176,260",minnesota-timberwolves,2018,2176260
3881,Josh Okogie,"$2,163,600",minnesota-timberwolves,2018,2163600
3882,Cole Aldrich,"$2,000,000",minnesota-timberwolves,2018,2000000
3883,Keita Bates-Diop,"$838,464",minnesota-timberwolves,2018,838464
3884,James Nunnally,"$632,761",minnesota-timberwolves,2018,632761
3885,Isaiah Canaan,"$198,579",minnesota-timberwolves,2018,198579
3886,Cameron Reynolds,"$108,953",minnesota-timberwolves,2018,108953
3887,C.J. Williams,"$77,250",minnesota-timberwolves,2018,77250
3888,Jared Terrell,"$77,250",minnesota-timberwolves,2018,77250
3889,Mitch Creek,"$56,845",minnesota-timberwolves,2018,56845
3890,D'Angelo Russell,"$27,285,000",minnesota-timberwolves,2019,27285000
3891,K. Towns,"$27,285,000",minnesota-timberwolves,2019,27285000
3892,Evan Turner,"$18,606,556",minnesota-timberwolves,2019,18606556
3893,James Johnson,"$15,349,400",minnesota-timberwolves,2019,15349400
3894,Jarrett Culver,"$5,813,640",minnesota-timberwolves,2019,5813640
3895,Jake Layman,"$3,581,986",minnesota-timberwolves,2019,3581986
3896,J. Hernangomez,"$3,321,029",minnesota-timberwolves,2019,3321029
3897,Malik Beasley,"$2,731,713",minnesota-timberwolves,2019,2731713
3898,Josh Okogie,"$2,530,680",minnesota-timberwolves,2019,2530680
3899,Jacob Evans III,"$1,925,880",minnesota-timberwolves,2019,1925880
3900,Omari Spellman,"$1,897,800",minnesota-timberwolves,2019,1897800
3901,J. Vanderbilt,"$1,416,852",minnesota-timberwolves,2019,1416852
3902,Jaylen Nowell,"$1,400,000",minnesota-timberwolves,2019,1400000
3903,Naz Reid,"$898,310",minnesota-timberwolves,2019,898310
3904,Kelan Martin,"$79,568",minnesota-timberwolves,2019,79568
3905,J. McLaughlin,"$79,568",minnesota-timberwolves,2019,79568
3906,K. Towns,"$29,467,800",minnesota-timberwolves,2020,29467800
3907,D'Angelo Russell,"$28,649,250",minnesota-timberwolves,2020,28649250
3908,Ricky Rubio,"$17,000,000",minnesota-timberwolves,2020,17000000
3909,Malik Beasley,"$13,425,895",minnesota-timberwolves,2020,13425895
3910,Anthony Edwards,"$9,757,440",minnesota-timberwolves,2020,9757440
3911,J. Hernangomez,"$6,493,000",minnesota-timberwolves,2020,6493000
3912,Jarrett Culver,"$6,104,280",minnesota-timberwolves,2020,6104280
3913,Ed Davis,"$5,005,350",minnesota-timberwolves,2020,5005350
3914,Jake Layman,"$3,761,085",minnesota-timberwolves,2020,3761085
3915,Josh Okogie,"$2,651,040",minnesota-timberwolves,2020,2651040
3916,Jaden McDaniels,"$1,964,760",minnesota-timberwolves,2020,1964760
3917,J. Vanderbilt,"$1,663,861",minnesota-timberwolves,2020,1663861
3918,Jaylen Nowell,"$1,517,981",minnesota-timberwolves,2020,1517981
3919,Naz Reid,"$1,517,981",minnesota-timberwolves,2020,1517981
3920,Cole Aldrich,"$685,340",minnesota-timberwolves,2020,685340
3921,J. McLaughlin,"$503,760",minnesota-timberwolves,2020,503760
3922,Ashton Hagans,"$166,111",minnesota-timberwolves,2020,166111
3923,K. Towns,"$31,650,600",minnesota-timberwolves,2021,31650600
3924,D'Angelo Russell,"$30,013,500",minnesota-timberwolves,2021,30013500
3925,Malik Beasley,"$14,491,964",minnesota-timberwolves,2021,14491964
3926,Patrick Beverley,"$14,320,987",minnesota-timberwolves,2021,14320987
3927,Taurean Prince,"$13,334,375",minnesota-timberwolves,2021,13334375
3928,Anthony Edwards,"$10,245,480",minnesota-timberwolves,2021,10245480
3929,Josh Okogie,"$4,087,904",minnesota-timberwolves,2021,4087904
3930,J. Vanderbilt,"$4,050,000",minnesota-timberwolves,2021,4050000
3931,Jake Layman,"$3,940,184",minnesota-timberwolves,2021,3940184
3932,Leandro Bolmaro,"$2,353,320",minnesota-timberwolves,2021,2353320
3933,Jaden McDaniels,"$2,063,280",minnesota-timberwolves,2021,2063280
3934,J. McLaughlin,"$2,000,000",minnesota-timberwolves,2021,2000000
3935,Jaylen Nowell,"$1,782,621",minnesota-timberwolves,2021,1782621
3936,Naz Reid,"$1,782,621",minnesota-timberwolves,2021,1782621
3937,M. Wright,"$462,629",minnesota-timberwolves,2021,462629
3938,Nathan Knight,"$462,629",minnesota-timberwolves,2021,462629
3939,Greg Monroe,"$198,748",minnesota-timberwolves,2021,198748
3940,Chris Silva,"$95,930",minnesota-timberwolves,2021,95930
3941,Rayjon Tucker,"$95,930",minnesota-timberwolves,2021,95930
3942,Rudy Gobert,"$38,172,414",minnesota-timberwolves,2022,38172414
3943,K. Towns,"$33,833,400",minnesota-timberwolves,2022,33833400
3944,Mike Conley,"$22,680,000",minnesota-timberwolves,2022,22680000
3945,Anthony Edwards,"$10,733,400",minnesota-timberwolves,2022,10733400
3946,Kyle Anderson,"$8,780,488",minnesota-timberwolves,2022,8780488
3947,Taurean Prince,"$7,100,000",minnesota-timberwolves,2022,7100000
3948,N. Alexander-Walker,"$5,009,633",minnesota-timberwolves,2022,5009633
3949,Austin Rivers,"$2,905,851",minnesota-timberwolves,2022,2905851
3950,W. Moore,"$2,306,520",minnesota-timberwolves,2022,2306520
3951,Bryn Forbes,"$2,298,385",minnesota-timberwolves,2022,2298385
3952,Jaden McDaniels,"$2,161,440",minnesota-timberwolves,2022,2161440
3953,J. McLaughlin,"$2,160,000",minnesota-timberwolves,2022,2160000
3954,Jaylen Nowell,"$1,930,681",minnesota-timberwolves,2022,1930681
3955,Naz Reid,"$1,930,681",minnesota-timberwolves,2022,1930681
3956,Nathan Knight,"$1,836,090",minnesota-timberwolves,2022,1836090
3957,Josh Minott,"$1,017,781",minnesota-timberwolves,2022,1017781
3958,Luka Garza,"$508,891",minnesota-timberwolves,2022,508891
3959,Matt Ryan,"$363,658",minnesota-timberwolves,2022,363658
3960,AJ Lawson,"$64,343",minnesota-timberwolves,2022,64343
3961,Rudy Gobert,"$41,000,000",minnesota-timberwolves,2023,41000000
3962,K. Towns,"$36,016,200",minnesota-timberwolves,2023,36016200
3963,Mike Conley,"$24,360,000",minnesota-timberwolves,2023,24360000
3964,Anthony Edwards,"$13,534,817",minnesota-timberwolves,2023,13534817
3965,Naz Reid,"$12,950,400",minnesota-timberwolves,2023,12950400
3966,Monte Morris,"$9,800,926",minnesota-timberwolves,2023,9800926
3967,Kyle Anderson,"$9,219,512",minnesota-timberwolves,2023,9219512
3968,N. Alexander-Walker,"$4,687,500",minnesota-timberwolves,2023,4687500
3969,Jaden McDaniels,"$3,901,399",minnesota-timberwolves,2023,3901399
3970,W. Moore,"$2,421,720",minnesota-timberwolves,2023,2421720
3971,J. McLaughlin,"$2,420,000",minnesota-timberwolves,2023,2420000
3972,Leonard Miller,"$1,800,000",minnesota-timberwolves,2023,1800000
3973,Josh Minott,"$1,719,864",minnesota-timberwolves,2023,1719864
3974,Luka Garza,"$687,465",minnesota-timberwolves,2023,687465
3975,T.J. Warren,"$649,659",minnesota-timberwolves,2023,649659
3976,Daishen Nix,"$559,782",minnesota-timberwolves,2023,559782
3977,Jaylen Clark,"$559,782",minnesota-timberwolves,2023,559782
3978,Justin Jackson,"$145,301",minnesota-timberwolves,2023,145301
3979,Rudy Gobert,"$43,827,586",minnesota-timberwolves,2024,43827586
3980,Anthony Edwards,"$42,176,400",minnesota-timberwolves,2024,42176400
3981,Julius Randle,"$33,073,920",minnesota-timberwolves,2024,33073920
3982,Jaden McDaniels,"$22,586,207",minnesota-timberwolves,2024,22586207
3983,Naz Reid,"$13,986,432",minnesota-timberwolves,2024,13986432
3984,Donte DiVincenzo,"$11,445,000",minnesota-timberwolves,2024,11445000
3985,Mike Conley,"$9,975,962",minnesota-timberwolves,2024,9975962
3986,Rob Dillingham,"$6,262,920",minnesota-timberwolves,2024,6262920
3987,N. Alexander-Walker,"$4,312,500",minnesota-timberwolves,2024,4312500
3988,Joe Ingles,"$3,303,771",minnesota-timberwolves,2024,3303771
3989,Keita Bates-Diop,"$2,654,644",minnesota-timberwolves,2024,2654644
3990,T. Shannon,"$2,546,640",minnesota-timberwolves,2024,2546640
3991,Luka Garza,"$2,162,606",minnesota-timberwolves,2024,2162606
3992,Leonard Miller,"$1,891,857",minnesota-timberwolves,2024,1891857
3993,PJ Dozier,"$1,051,255",minnesota-timberwolves,2024,1051255
3994,Jaylen Clark,"$907,334",minnesota-timberwolves,2024,907334
3995,Tristen Newton,"$578,577",minnesota-timberwolves,2024,578577
3996,Jesse Edwards,"$578,577",minnesota-timberwolves,2024,578577
3997,Daishen Nix,"$238,068",minnesota-timberwolves,2024,238068
3998,Bones Hyland,"$147,988",minnesota-timberwolves,2024,147988
3999,Eric Gordon,"$14,898,938",new-orleans-pelicans,2014,14898938
4000,Omer Asik,"$14,898,938",new-orleans-pelicans,2014,14898938
4001,Tyreke Evans,"$11,265,416",new-orleans-pelicans,2014,11265416
4002,Jrue Holiday,"$11,000,000",new-orleans-pelicans,2014,11000000
4003,Ryan Anderson,"$8,491,500",new-orleans-pelicans,2014,8491500
4004,Anthony Davis,"$5,607,240",new-orleans-pelicans,2014,5607240
4005,Quincy Pondexter,"$3,146,068",new-orleans-pelicans,2014,3146068
4006,Norris Cole,"$2,150,188",new-orleans-pelicans,2014,2150188
4007,Luke Babbitt,"$981,084",new-orleans-pelicans,2014,981084
4008,Alexis Ajinca,"$981,084",new-orleans-pelicans,2014,981084
4009,Jimmer Fredette,"$948,163",new-orleans-pelicans,2014,948163
4010,Darius Miller,"$915,243",new-orleans-pelicans,2014,915243
4011,Dante Cunningham,"$831,941",new-orleans-pelicans,2014,831941
4012,Jeff Withey,"$816,482",new-orleans-pelicans,2014,816482
4013,Shawne Williams,"$808,719",new-orleans-pelicans,2014,808719
4014,Ishmael Smith,"$617,505",new-orleans-pelicans,2014,617505
4015,Justin Hamilton,"$609,960",new-orleans-pelicans,2014,609960
4016,Patric Young,"$507,336",new-orleans-pelicans,2014,507336
4017,Toney Douglas,"$268,973",new-orleans-pelicans,2014,268973
4018,Elliot Williams,"$107,674",new-orleans-pelicans,2014,107674
4019,Nate Wolters,"$88,372",new-orleans-pelicans,2014,88372
4020,Gal Mekel,"$72,042",new-orleans-pelicans,2014,72042
4021,Eric Gordon,"$15,514,031",new-orleans-pelicans,2015,15514031
4022,Jrue Holiday,"$11,000,000",new-orleans-pelicans,2015,11000000
4023,Tyreke Evans,"$10,734,586",new-orleans-pelicans,2015,10734586
4024,Omer Asik,"$9,213,483",new-orleans-pelicans,2015,9213483
4025,Ryan Anderson,"$8,500,000",new-orleans-pelicans,2015,8500000
4026,Anthony Davis,"$7,070,730",new-orleans-pelicans,2015,7070730
4027,Alexis Ajinca,"$4,539,607",new-orleans-pelicans,2015,4539607
4028,Quincy Pondexter,"$3,382,023",new-orleans-pelicans,2015,3382023
4029,Norris Cole,"$3,203,780",new-orleans-pelicans,2015,3203780
4030,Dante Cunningham,"$2,850,000",new-orleans-pelicans,2015,2850000
4031,Kendrick Perkins,"$1,499,187",new-orleans-pelicans,2015,1499187
4032,Alonzo Gee,"$1,320,000",new-orleans-pelicans,2015,1320000
4033,Toney Douglas,"$1,185,784",new-orleans-pelicans,2015,1185784
4034,Toney Douglas,"$1,185,784",new-orleans-pelicans,2015,1185784
4035,Luke Babbitt,"$1,100,602",new-orleans-pelicans,2015,1100602
4036,Jarnell Stokes,"$845,059",new-orleans-pelicans,2015,845059
4037,Tim Frazier,"$144,157",new-orleans-pelicans,2015,144157
4038,Jordan Hamilton,"$119,461",new-orleans-pelicans,2015,119461
4039,James Ennis III,"$99,418",new-orleans-pelicans,2015,99418
4040,B. Dejean-Jones,"$61,775",new-orleans-pelicans,2015,61775
4041,Jimmer Fredette,"$57,726",new-orleans-pelicans,2015,57726
4042,Orlando Johnson,"$55,722",new-orleans-pelicans,2015,55722
4043,Nate Robinson,"$26,456",new-orleans-pelicans,2015,26456
4044,Anthony Davis,"$22,116,750",new-orleans-pelicans,2016,22116750
4045,DeMarcus Cousins,"$15,756,438",new-orleans-pelicans,2016,15756438
4046,Solomon Hill,"$11,709,603",new-orleans-pelicans,2016,11709603
4047,Jrue Holiday,"$11,000,000",new-orleans-pelicans,2016,11000000
4048,Omer Asik,"$9,904,494",new-orleans-pelicans,2016,9904494
4049,E'Twaun Moore,"$8,801,363",new-orleans-pelicans,2016,8801363
4050,Alexis Ajinca,"$4,863,206",new-orleans-pelicans,2016,4863206
4051,Quincy Pondexter,"$3,617,978",new-orleans-pelicans,2016,3617978
4052,Dante Cunningham,"$3,000,000",new-orleans-pelicans,2016,3000000
4053,Omri Casspi,"$2,963,814",new-orleans-pelicans,2016,2963814
4054,Tim Frazier,"$2,090,000",new-orleans-pelicans,2016,2090000
4055,Alonzo Gee,"$1,400,000",new-orleans-pelicans,2016,1400000
